timestamp,frame_idx,did_infer,detections,capture_ms,infer_ms,draw_ms,encode_ms,emit_ms,loop_ms,display_fps
2026-04-24 09:46:38,274,0,0,2.666,0.0,6.565,1.231,0.226,11.13,25.415
2026-04-24 09:46:38,275,0,0,2.108,0.0,5.63,1.012,0.218,9.425,26.763
2026-04-24 09:46:38,276,1,0,1.988,226.918,3.335,1.253,0.25,234.265,24.487
2026-04-24 09:46:38,277,0,0,1.886,0.0,4.044,1.513,0.382,8.398,26.397
2026-04-24 09:46:38,278,0,0,15.299,0.0,5.626,2.066,0.423,23.88,26.526
2026-04-24 09:46:39,279,1,0,1.604,234.413,6.178,1.826,0.387,244.891,24.25
2026-04-24 09:46:39,280,0,0,2.763,0.0,4.889,1.504,0.38,10.035,25.541
2026-04-24 09:46:39,281,0,0,1.654,0.0,5.956,1.335,0.397,9.824,27.17
2026-04-24 09:46:39,282,1,0,3.182,296.708,6.32,2.006,0.445,309.171,24.765
2026-04-24 09:46:39,283,0,0,2.048,0.0,5.002,1.394,0.41,9.311,25.526
2026-04-24 09:46:39,284,0,0,2.159,0.0,6.126,1.755,0.323,10.876,25.459
2026-04-24 09:46:39,285,1,0,2.137,216.065,6.546,1.636,0.391,227.279,23.323
2026-04-24 09:46:39,286,0,0,1.999,0.0,4.432,1.223,0.282,8.417,25.024
2026-04-24 09:46:39,287,0,0,2.308,0.0,6.145,1.198,0.34,10.484,26.567
2026-04-24 09:46:40,288,1,0,1.791,276.375,6.364,1.892,0.33,287.251,24.242
2026-04-24 09:46:40,289,0,0,1.672,0.0,5.239,1.38,0.297,9.075,26.025
2026-04-24 09:46:40,290,0,0,2.134,0.0,4.316,1.536,0.362,8.885,27.289
